Image,Task 3 (Damage),Task 5 (Vehicle),Task 6 (Visibility),Task 7 (Time),Task 8 (Multiple),Overall Result
kaggle/Car damages 1750_det02_0705px_vehicle_0p603.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 106_det01_0634px_vehicle_0p864.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1385_det01_0598px_vehicle_0p856.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 616_det02_0224px_vehicle_0p546.png,Severe,PASS,FAIL,PASS,FAIL,FAIL
kaggle/Car damages 1751_det01_0728px_vehicle_0p755.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1070_det01_0612px_vehicle_0p782.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1386_det01_0736px_vehicle_0p683.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1377_det01_0608px_vehicle_0p511.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1752_det01_0839px_vehicle_0p888.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 617_det01_0539px_vehicle_0p720.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1071_det01_0569px_vehicle_0p542.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1753_det01_0823px_vehicle_0p711.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1387_det01_0798px_vehicle_0p870.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 618_det01_0501px_vehicle_0p591.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 175_det02_0547px_vehicle_0p716.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1072_det01_0656px_vehicle_0p837.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1389_det01_0554px_vehicle_0p617.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1073_det01_0709px_vehicle_0p817.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 619_det01_0476px_vehicle_0p721.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 138_det01_0561px_vehicle_0p893.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1074_det01_0625px_vehicle_0p782.png,None,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 620_det01_0495px_vehicle_0p735.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 176_det01_0539px_vehicle_0p900.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 177_det01_0564px_vehicle_0p510.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 621_det01_0538px_vehicle_0p676.png,Severe,PASS,FAIL,FAIL,PASS,FAIL
kaggle/Car damages 1390_det01_0698px_vehicle_0p853.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1391_det01_0566px_vehicle_0p557.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1075_det01_0709px_vehicle_0p886.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 178_det01_0798px_vehicle_0p873.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 622_det01_0567px_vehicle_0p853.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 179_det01_0471px_vehicle_0p854.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1076_det01_0665px_vehicle_0p849.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 623_det01_0512px_vehicle_0p533.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 139_det01_0555px_vehicle_0p864.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1077_det01_0651px_vehicle_0p638.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 623_det02_0210px_vehicle_0p495.png,None,PASS,FAIL,FAIL,PASS,FAIL
kaggle/Car damages 13_det01_0623px_vehicle_0p803.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1078_det01_0662px_vehicle_0p503.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 140_det01_0534px_vehicle_0p563.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 17_det02_0512px_vehicle_0p588.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 180_det01_0622px_vehicle_0p798.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 624_det01_0567px_vehicle_0p565.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1078_det02_0222px_vehicle_0p461.png,None,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 141_det01_0535px_vehicle_0p557.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1079_det01_0554px_vehicle_0p820.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1423_det01_0752px_vehicle_0p740.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 625_det01_0719px_vehicle_0p832.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 181_det01_0635px_vehicle_0p684.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 182_det01_0631px_vehicle_0p859.png,Moderate,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 626_det01_0495px_vehicle_0p790.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 107_det01_0557px_vehicle_0p690.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 183_det01_0605px_vehicle_0p523.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 627_det01_0524px_vehicle_0p672.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 184_det01_0610px_vehicle_0p697.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1424_det01_0789px_vehicle_0p843.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 628_det01_0492px_vehicle_0p654.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1080_det01_0501px_vehicle_0p635.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1425_det01_0751px_vehicle_0p646.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1081_det01_0607px_vehicle_0p888.png,Moderate,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1082_det01_0622px_vehicle_0p559.png,None,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1427_det01_0562px_vehicle_0p539.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 630_det01_0501px_vehicle_0p570.png,Moderate,PASS,PASS,PASS,FAIL,FAIL
kaggle/Car damages 185_det01_0585px_vehicle_0p818.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1426_det01_0726px_vehicle_0p737.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 186_det01_0498px_vehicle_0p836.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 629_det01_0496px_vehicle_0p456.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1427_det02_0203px_vehicle_0p497.png,None,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1083_det01_0624px_vehicle_0p825.png,Moderate,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 187_det01_0552px_vehicle_0p862.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1084_det01_0677px_vehicle_0p869.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 631_det01_0510px_vehicle_0p634.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 188_det01_0637px_vehicle_0p536.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1428_det01_0821px_vehicle_0p619.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1085_det01_0665px_vehicle_0p658.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1429_det01_0799px_vehicle_0p768.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 632_det01_0486px_vehicle_0p533.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 633_det01_0484px_vehicle_0p514.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 189_det01_0554px_vehicle_0p501.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1086_det01_0666px_vehicle_0p842.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1430_det01_0799px_vehicle_0p886.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 633_det03_0233px_vehicle_0p460.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 142_det01_0601px_vehicle_0p641.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1087_det01_0627px_vehicle_0p842.png,Minor,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 190_det01_0761px_vehicle_0p917.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 191_det01_0554px_vehicle_0p487.png,Minor,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1431_det01_0756px_vehicle_0p789.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 634_det01_0501px_vehicle_0p490.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1088_det01_0606px_vehicle_0p742.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 108_det01_0232px_vehicle_0p492.png,None,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 192_det01_0640px_vehicle_0p609.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1432_det01_0737px_vehicle_0p626.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 634_det02_0256px_vehicle_0p455.png,Moderate,PASS,FAIL,PASS,FAIL,FAIL
kaggle/Car damages 193_det01_0685px_vehicle_0p494.png,Moderate,PASS,FAIL,FAIL,PASS,FAIL
kaggle/Car damages 194_det01_0449px_vehicle_0p829.png,Moderate,PASS,FAIL,FAIL,PASS,FAIL
kaggle/Car damages 635_det01_0468px_vehicle_0p555.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 108_det02_0223px_vehicle_0p510.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 636_det01_0601px_vehicle_0p828.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1433_det01_0798px_vehicle_0p760.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 108_det03_0394px_vehicle_0p543.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1434_det01_0679px_vehicle_0p796.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 196_det01_0574px_vehicle_0p611.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 195_det01_0615px_vehicle_0p475.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1435_det01_0755px_vehicle_0p753.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 637_det01_0778px_vehicle_0p868.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 638_det01_0554px_vehicle_0p636.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1090_det01_0626px_vehicle_0p541.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1091_det01_0528px_vehicle_0p627.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 197_det01_0569px_vehicle_0p761.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1437_det01_0799px_vehicle_0p878.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 639_det01_0384px_vehicle_0p696.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 198_det01_0648px_vehicle_0p621.png,Severe,PASS,FAIL,PASS,FAIL,FAIL
kaggle/Car damages 1439_det01_0539px_vehicle_0p575.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1092_det01_0679px_vehicle_0p844.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 639_det02_0219px_vehicle_0p507.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1438_det01_0697px_vehicle_0p867.png,Moderate,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1093_det01_0557px_vehicle_0p511.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 198_det02_0313px_vehicle_0p478.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1094_det01_0683px_vehicle_0p867.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1439_det03_0320px_vehicle_0p527.png,Moderate,PASS,PASS,PASS,FAIL,FAIL
kaggle/Car damages 640_det01_0527px_vehicle_0p615.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 199_det01_0676px_vehicle_0p868.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 640_det02_0228px_vehicle_0p489.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1095_det01_0606px_vehicle_0p858.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 143_det01_0461px_vehicle_0p863.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 641_det01_0508px_vehicle_0p633.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1096_det01_0661px_vehicle_0p815.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 200_det01_0670px_vehicle_0p872.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 642_det01_0537px_vehicle_0p482.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1440_det01_0885px_vehicle_0p709.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 201_det01_0465px_vehicle_0p633.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1441_det01_0798px_vehicle_0p631.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1097_det01_0527px_vehicle_0p806.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 201_det02_0282px_vehicle_0p476.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1098_det01_0647px_vehicle_0p491.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 202_det01_0735px_vehicle_0p840.png,Moderate,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1442_det02_0284px_vehicle_0p484.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 643_det01_0465px_vehicle_0p712.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1442_det01_0721px_vehicle_0p564.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 644_det01_0483px_vehicle_0p536.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1099_det01_0500px_vehicle_0p876.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 645_det01_0492px_vehicle_0p685.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 109_det01_0467px_vehicle_0p868.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 204_det01_0636px_vehicle_0p851.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1443_det01_0709px_vehicle_0p836.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 205_det02_0669px_vehicle_0p537.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1100_det01_0671px_vehicle_0p552.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 647_det01_0527px_vehicle_0p613.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1444_det01_0669px_vehicle_0p887.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1445_det01_0693px_vehicle_0p594.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 207_det01_0599px_vehicle_0p838.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 206_det01_0618px_vehicle_0p827.png,Moderate,PASS,FAIL,FAIL,PASS,FAIL
kaggle/Car damages 1100_det02_0214px_vehicle_0p472.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 648_det01_0600px_vehicle_0p587.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 649_det01_0795px_vehicle_0p676.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 208_det01_0536px_vehicle_0p599.png,None,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1101_det01_0594px_vehicle_0p890.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1446_det01_0799px_vehicle_0p737.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 650_det01_0592px_vehicle_0p581.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 208_det02_0246px_vehicle_0p517.png,None,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1102_det01_0626px_vehicle_0p887.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 651_det02_0752px_vehicle_0p581.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1103_det01_0539px_vehicle_0p574.png,Minor,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1447_det01_0758px_vehicle_0p810.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1448_det01_0627px_vehicle_0p826.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 209_det01_0662px_vehicle_0p494.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 652_det01_0520px_vehicle_0p630.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 144_det01_0549px_vehicle_0p569.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1104_det01_0682px_vehicle_0p889.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1105_det01_0591px_vehicle_0p819.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 20_det01_0588px_vehicle_0p842.png,Moderate,PASS,FAIL,FAIL,PASS,FAIL
kaggle/Car damages 1450_det01_0740px_vehicle_0p833.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 653_det01_0384px_vehicle_0p723.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 210_det01_0713px_vehicle_0p752.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 654_det01_0505px_vehicle_0p678.png,Severe,PASS,PASS,PASS,FAIL,FAIL
kaggle/Car damages 1106_det01_0574px_vehicle_0p743.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1107_det01_0640px_vehicle_0p777.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 212_det01_0553px_vehicle_0p584.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 654_det02_0300px_vehicle_0p538.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1451_det01_0553px_vehicle_0p523.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1452_det01_0766px_vehicle_0p688.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 211_det01_0797px_vehicle_0p866.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 655_det01_0399px_vehicle_0p602.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1108_det01_0591px_vehicle_0p672.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 212_det02_0276px_vehicle_0p477.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1453_det01_0748px_vehicle_0p623.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 656_det01_0523px_vehicle_0p593.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1109_det01_0716px_vehicle_0p897.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1454_det01_0561px_vehicle_0p683.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 213_det01_0513px_vehicle_0p820.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 656_det02_0256px_vehicle_0p486.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 110_det01_0515px_vehicle_0p845.png,Moderate,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1455_det02_0698px_vehicle_0p537.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 214_det01_0759px_vehicle_0p598.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 657_det01_0503px_vehicle_0p857.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1110_det01_0629px_vehicle_0p854.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1456_det01_0520px_vehicle_0p910.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 215_det01_0775px_vehicle_0p601.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1615_det01_0831px_vehicle_0p909.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1232_det01_0613px_vehicle_0p845.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 778_det01_0499px_vehicle_0p625.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 658_det01_0404px_vehicle_0p591.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 778_det02_0231px_vehicle_0p542.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1233_det01_0581px_vehicle_0p551.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1616_det01_0782px_vehicle_0p809.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1234_det01_0604px_vehicle_0p827.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 779_det01_0470px_vehicle_0p510.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1617_det01_0830px_vehicle_0p885.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1618_det02_0771px_vehicle_0p584.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1235_det01_0689px_vehicle_0p744.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1619_det01_0746px_vehicle_0p575.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1236_det01_0721px_vehicle_0p838.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 780_det01_0421px_vehicle_0p509.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 781_det01_0515px_vehicle_0p482.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1237_det01_0617px_vehicle_0p670.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 782_det01_0463px_vehicle_0p461.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 161_det01_0575px_vehicle_0p568.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1238_det01_0562px_vehicle_0p811.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1239_det01_0614px_vehicle_0p838.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 783_det01_0503px_vehicle_0p669.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 161_det02_0319px_vehicle_0p478.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1620_det01_0779px_vehicle_0p468.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 123_det01_0232px_vehicle_0p527.png,None,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 785_det01_0610px_vehicle_0p586.png,Minor,PASS,PASS,PASS,FAIL,FAIL
kaggle/Car damages 784_det02_0483px_vehicle_0p704.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1621_det01_0660px_vehicle_0p825.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 785_det02_0294px_vehicle_0p508.png,None,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 786_det01_0581px_vehicle_0p560.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1622_det01_0577px_vehicle_0p550.png,Severe,PASS,PASS,PASS,FAIL,FAIL
kaggle/Car damages 1240_det01_0266px_vehicle_0p550.png,None,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 123_det02_0449px_vehicle_0p569.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1622_det02_0293px_vehicle_0p482.png,Severe,PASS,FAIL,PASS,FAIL,FAIL
kaggle/Car damages 1240_det02_0224px_vehicle_0p524.png,Moderate,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 787_det01_0461px_vehicle_0p562.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1623_det01_0795px_vehicle_0p875.png,Minor,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 1240_det03_0750px_vehicle_0p602.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 789_det01_0500px_vehicle_0p594.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1624_det01_0740px_vehicle_0p516.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 788_det01_0500px_vehicle_0p654.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1241_det01_0525px_vehicle_0p586.png,Severe,PASS,PASS,PASS,FAIL,FAIL
kaggle/Car damages 1625_det01_0714px_vehicle_0p871.png,Severe,PASS,PASS,FAIL,PASS,FAIL
kaggle/Car damages 1242_det01_0791px_vehicle_0p827.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1626_det01_0771px_vehicle_0p694.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1243_det01_0752px_vehicle_0p846.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1627_det01_0606px_vehicle_0p851.png,Severe,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 790_det02_0271px_vehicle_0p555.png,None,PASS,FAIL,PASS,PASS,FAIL
kaggle/Car damages 790_det01_0516px_vehicle_0p638.png,Moderate,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1244_det01_0748px_vehicle_0p644.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1628_det01_0661px_vehicle_0p519.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 791_det01_0513px_vehicle_0p719.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1628_det02_0394px_vehicle_0p473.png,Severe,PASS,PASS,PASS,PASS,PASS
kaggle/Car damages 1244_det02_0206px_vehicle_0p454.png,None,PASS,PASS,PASS,PASS,PASS
